artifact_id,text,evidence_type,timestamp,gold_controls,gold_rationale
361,"The system log of the external firewall shows that it dropped over 1 million packets in one hour from a wide range of source IPs, all targeting the web server on port 443. This indicates a distributed denial-of-service (DDoS) attack.",log,2025-12-23T15:25:40Z,SC-5,Boundary protection mechanisms are successfully mitigating a denial-of-service attack.
362,The automated discovery scan of the cloud environment found 5 'shadow IT' virtual machines that were not tagged or registered in the central CMDB. The instances have been powered off pending identification of their owners.,ticket,2025-12-24T09:15:00Z,CM-8,The system component inventory process has identified unauthorized and undocumented assets.
363,The 'secure' and 'HttpOnly' flags are not set for the session cookie in the legacy HR portal. This makes the cookie vulnerable to being stolen via cross-site scripting (XSS) or network sniffing.,config,2025-12-24T11:40:00Z,AC-17;CM-6,Insecure configuration of the remote access application's session management could lead to compromise.
364,The latest backup of the primary file server has been successfully replicated to the disaster recovery site. The replication job completed without errors and the data is now available for restoration at the alternate site.,log,2025-12-24T14:00:00Z,CP-9,Information system backups are being successfully replicated to an alternate storage site.
365,A developer's laptop triggered an EDR alert when a command-line tool attempted to dump credentials from the LSASS process. The attempt was blocked and the laptop was automatically isolated from the network by the EDR agent.,ticket,2025-12-25T10:20:00Z,SI-3;IR-4,Malicious code protection blocked a credential theft attempt and initiated an automated incident response action.
366,The vulnerability scanner reported that the version of OpenSSH on 50 Linux servers is vulnerable to a username enumeration flaw (CVE-2025-1010). A ticket has been created to schedule the upgrade of the SSH package on these servers.,log,2025-12-25T13:00:00Z,RA-5,Vulnerability scanning has identified a non-critical but important flaw that needs remediation.
367,"The 'Audit object access' policy is not enabled on the Windows file server that hosts sensitive financial data. As a result, there is no record of who is reading, modifying, or deleting files in the sensitive shares.",config,2025-12-26T09:30:00Z,AU-2,The system is not configured to generate the necessary auditable events for critical data access.
368,"A user has requested, and been granted, read-only access to the marketing team's shared drive. The access was approved by the data owner via email, and the approval is attached to this service desk ticket.",ticket,2025-12-26T11:45:00Z,AC-2,An account management action (granting access) was completed with proper authorization.
369,The system clock on a newly deployed server is off by six hours because it was provisioned with the wrong timezone setting. The server's logs are difficult to correlate with other systems until this is fixed.,log,2025-12-26T14:10:00Z,AU-8,A configuration error related to time settings is compromising the integrity of audit records.
370,"The organization has no documented baseline configuration for its Cisco IOS switches. As a result, new switches are often deployed with default credentials and insecure services like HTTP enabled.",ticket,2025-12-26T16:00:00Z,CM-2,The lack of a defined baseline configuration leads to inconsistent and insecure network device deployments.
371,An investigation into a data leak found that a former employee had downloaded a customer list to their personal laptop one week before they resigned. The DLP system did not have a policy to block transfers to personal devices.,ticket,2025-12-27T10:00:00Z,IR-5;SC-7,Incident analysis revealed that boundary protection controls for data exfiltration were inadequate.
